word,aoa,valence,arousal,dominance,concreteness
gewas,9.67,,,,4.36
notelaar,9.68,,,,4.62
hoede,9.68,,,,
imker,9.68,,,,4.33
partner,9.68,,,,3.07
larf,9.68,,,,
veil,9.68,,,,
firma,9.68,,,,3.33
huurwoning,9.68,,,,3.13
groottante,9.68,,,,3.31
teut,9.68,,,,3.6
huiszoeking,9.68,,,,3.2
kwakkelen,9.68,,,,3.14
misdaadplek,9.68,,,,3.33
ophaalbrug,9.68,,,,4.47
veruit,9.68,,,,1.6
wegvervoer,9.68,,,,3.27
wildeman,9.68,,,,2.73
ivoor,9.69,4.02,3.2,4.64,4.73
reu,9.69,4.1,4.28,4.0,4.36
eivol,9.69,,,,2.91
flanellen,9.69,,,,4.07
hutsekluts,9.69,,,,2.36
karavaan,9.69,,,,4.29
knappen,9.69,,,,3.62
overgooier,9.69,,,,3.38
tijdvak,9.69,,,,1.86
wastobbe,9.69,,,,4.64
sergeant,9.69,3.92,4.89,5.34,3.33
baai,9.69,4.55,3.27,4.08,4.43
strop,9.69,2.29,3.98,4.68,4.67
bond,9.69,4.11,3.84,4.22,2.87
jute,9.69,,,,4.0
bladderen,9.69,,,,3.08
vloeipapier,9.69,,,,4.43
gulden,9.69,,,,3.71
afstemmen,9.7,,,,2.0
afvoerpijp,9.7,,,,4.4
bombarderen,9.7,,,,3.53
breisel,9.7,,,,3.9
commando,9.7,,,,3.27
coureur,9.7,,,,4.13
creatie,9.7,,,,2.93
gasfles,9.7,,,,4.27
gegarandeerd,9.7,,,,1.73
handgranaat,9.7,,,,4.73
hoopgevend,9.7,,,,1.6
inhuren,9.7,,,,2.4
inmiddels,9.7,,,,1.4
internet,9.7,,,,3.4
kruller,9.7,,,,4.23
kwaliteit,9.7,,,,1.8
legende,9.7,,,,2.07
luchtaanval,9.7,,,,3.67
noodstop,9.7,,,,3.07
nulpunt,9.7,,,,2.93
parkwachter,9.7,,,,3.8
schaamrood,9.7,,,,3.27
staljongen,9.7,,,,3.73
strever,9.7,,,,3.13
toetreden,9.7,,,,2.27
voornemen,9.7,,,,1.73
waakzaamheid,9.7,,,,2.07
windroos,9.7,,,,4.27
wolkendek,9.7,,,,3.93
vrachtschip,9.7,,,,4.6
antiloop,9.7,,,,
bosmier,9.7,,,,
longontsteking,9.7,,,,
oxo,9.7,,,,
sportvliegtuig,9.7,,,,
toestelturnen,9.7,,,,
zijgevel,9.7,,,,
kaassnijder,9.7,,,,
letterteken,9.7,,,,
netbal,9.7,,,,
gelui,9.7,,,,
peut,9.7,,,,3.0
afketsen,9.71,,,,3.0
bouwput,9.71,,,,4.47
gerafeld,9.71,,,,4.14
kerks,9.71,,,,2.4
klonteren,9.71,,,,3.8
lanterfanten,9.71,,,,2.6
letteren,9.71,,,,2.31
neerzien,9.71,,,,2.47
solden,9.71,,,,3.07
ultrasnel,9.71,,,,1.67
veldwachter,9.71,,,,3.6
vervlechten,9.71,,,,2.79
knibbelen,9.71,,,,2.44
piccolo,9.71,,,,4.4
disco,9.71,5.16,5.78,4.17,4.47
afhankelijk,9.71,2.73,3.14,2.69,1.73
controleerbaar,9.71,4.84,3.84,4.41,
crimineel,9.71,1.95,5.36,5.11,3.07
doodsstrijd,9.71,1.55,6.2,5.64,2.47
dozijn,9.71,4.16,3.48,4.0,3.33
ergernis,9.71,2.39,5.05,4.38,2.0
levenloos,9.71,1.75,1.45,2.33,2.87
ongodsdienstig,9.71,3.89,3.5,4.22,
onnauwkeurig,9.71,2.64,3.58,2.84,1.8
oprecht,9.71,6.11,4.03,5.23,1.8
protest,9.71,3.14,5.59,5.22,2.93
tinteling,9.71,4.63,4.63,3.88,3.73
walging,9.71,1.86,5.14,4.52,2.47
zachtaardig,9.71,5.7,2.86,3.31,1.87
eigenwijs,9.71,3.81,4.67,4.98,1.73
opgeschrikt,9.71,3.02,5.66,3.77,2.93
pensioen,9.71,4.52,2.65,3.89,2.33
stoppel,9.71,3.64,3.5,3.86,4.21
sultan,9.71,4.11,3.88,5.48,3.33
kepie,9.71,,,,4.86
askruisje,9.71,,,,4.36
modderen,9.71,,,,2.57
tromp,9.71,,,,
tape,9.72,,,,4.67
degen,9.72,3.57,4.16,4.89,4.62
kidnapping,9.72,,,,3.07
zitzak,9.72,,,,4.73
aangaan,9.72,,,,2.07
aangeboren,9.72,,,,1.6
achterstand,9.72,,,,2.2
adembenemend,9.72,,,,1.87
afgrijselijk,9.72,,,,2.0
afkappen,9.72,,,,3.6
afschaffen,9.72,,,,2.33
afwijking,9.72,,,,2.13
almachtig,9.72,,,,1.67
alvast,9.72,,,,1.4
annuleren,9.72,,,,2.4
avondjurk,9.72,,,,4.07
balanceren,9.72,,,,3.07
barmhartig,9.72,,,,2.0
bedroevend,9.72,,,,2.07
bekleden,9.72,,,,3.27
beveiligen,9.72,,,,2.73
bijeenkomst,9.72,,,,3.2
bijrol,9.72,,,,2.27
brandschoon,9.72,,,,2.53
catwalk,9.72,,,,3.93
chance,9.72,,,,1.8
collega,9.72,,,,3.2
creativiteit,9.72,,,,1.8
domein,9.72,,,,3.0
doordeweeks,9.72,,,,1.67
doortocht,9.72,,,,3.2
draven,9.72,,,,3.14
droefenis,9.72,,,,2.07
duivenmelker,9.72,,,,3.53
eindig,9.72,,,,1.73
erfgenaam,9.72,,,,2.67
ergerlijk,9.72,,,,2.0
finishen,9.72,,,,3.73
gelegenheid,9.72,,,,2.07
gevlei,9.72,,,,2.0
gigant,9.72,,,,2.4
grafschrift,9.72,,,,4.13
halfnaakt,9.72,,,,3.93
hanenkam,9.72,,,,4.8
hartzeer,9.72,,,,2.33
herstelling,9.72,,,,3.0
hoofdweg,9.72,,,,3.8
hoognodig,9.72,,,,1.47
houding,9.72,,,,2.47
huisgenoot,9.72,,,,3.4
hulpvaardig,9.72,,,,1.87
imiteren,9.72,,,,3.13
inhoudstafel,9.72,,,,3.53
instaan,9.72,,,,2.07
insturen,9.72,,,,2.67
jachtpartij,9.72,,,,3.13
judoka,9.72,,,,4.0
kleurstof,9.72,,,,3.87
knullig,9.72,,,,1.93
kraaiennest,9.72,,,,4.13
kunstschilder,9.72,,,,3.4
landelijk,9.72,,,,2.67
landgoed,9.72,,,,3.73
lichtbron,9.72,,,,3.8
lieden,9.72,,,,3.0
lifter,9.72,,,,3.53
losbarsten,9.72,,,,2.6
muildier,9.72,,,,4.53
naschok,9.72,,,,3.2
nasmaak,9.72,,,,3.33
noodplan,9.72,,,,2.6
onderuitgaan,9.72,,,,3.27
ongecontroleerd,9.72,,,,2.0
ontgoochelen,9.72,,,,2.0
ontkenning,9.72,,,,1.87
onvergeeflijk,9.72,,,,1.33
onzuiver,9.72,,,,2.13
oogstmaand,9.72,,,,2.87
opduiken,9.72,,,,3.07
opkikker,9.72,,,,1.93
opkomst,9.72,,,,2.4
oplopen,9.72,,,,2.4
opmaak,9.72,,,,2.6
oproepen,9.72,,,,2.8
opvanghuis,9.72,,,,3.73
overgewicht,9.72,,,,3.67
overhalen,9.72,,,,2.07
pakweg,9.72,,,,1.4
parkeermeter,9.72,,,,4.6
paswoord,9.72,,,,3.0
persoonlijkheid,9.72,,,,1.6
pispaal,9.72,,,,3.8
prietpraat,9.72,,,,1.8
quotint,9.72,,,,2.07
remming,9.72,,,,2.07
rotopmerking,9.72,,,,2.27
sardien,9.72,,,,4.6
schiettent,9.72,,,,4.36
schrikdraad,9.72,,,,4.6
schuilgaan,9.72,,,,2.0
sieren,9.72,,,,2.93
sista,9.72,,,,3.2
soepkip,9.72,,,,4.33
spaarzegel,9.72,,,,4.36
special,9.72,,,,1.79
startblok,9.72,,,,4.27
stuifmeel,9.72,,,,4.27
toebrengen,9.72,,,,2.13
toename,9.72,,,,2.4
toppen,9.72,,,,3.0
tweetalig,9.72,,,,2.07
uitdraaien,9.72,,,,2.87
uitgekeken,9.72,,,,2.07
uitstorten,9.72,,,,2.53
vangnet,9.72,,,,4.13
vastroesten,9.72,,,,3.33
veehouder,9.72,,,,3.2
veldbed,9.72,,,,4.67
verenigd,9.72,,,,2.6
verkrijgen,9.72,,,,2.13
verlenging,9.72,,,,2.47
vermelden,9.72,,,,2.67
versteend,9.72,,,,2.73
verstevigen,9.72,,,,3.47
verwaarlozen,9.72,,,,2.4
videoclip,9.72,,,,4.33
voedselketen,9.72,,,,2.27
voeling,9.72,,,,1.67
volgeling,9.72,,,,2.86
volmaken,9.72,,,,2.8
voorteken,9.72,,,,1.87
voorval,9.72,,,,2.33
waakzaam,9.72,,,,2.2
watertanden,9.72,,,,3.2
weerstaan,9.72,,,,2.13
wegstemmen,9.72,,,,2.73
werkelijkheid,9.72,,,,1.8
wijngaard,9.72,,,,4.4
wijnkelder,9.72,,,,4.6
zelfverdediging,9.72,,,,3.2
harlekijn,9.72,,,,3.53
dalia,9.72,,,,
gemor,9.73,,,,2.77
dril,9.73,,,,3.14
ebbe,9.73,,,,3.14
briljant,9.73,6.25,4.89,5.31,1.93
kakelbont,9.73,,,,2.5
kiekendief,9.73,,,,4.07
graai,9.73,,,,
ravijn,9.73,2.94,4.25,4.84,4.53
slungel,9.73,2.88,3.06,2.87,2.93
waard,9.74,,,,2.5
kluit,9.74,3.72,3.24,3.91,4.25
afladen,9.74,,,,2.8
aftrek,9.74,,,,2.5
cassire,9.74,,,,4.27
comfortabel,9.74,,,,2.93
doorsmeren,9.74,,,,3.31
getijde,9.74,,,,2.93
goedlachs,9.74,,,,2.07
golfbreker,9.74,,,,4.13
kreukvrij,9.74,,,,3.6
kromming,9.74,,,,3.67
middenveld,9.74,,,,3.53
sier,9.74,,,,2.29
kathedraal,9.74,,,,4.67
pilaar,9.74,4.2,2.72,4.83,4.47
gunst,9.74,5.16,4.05,4.06,2.0
knolselder,9.74,,,,4.53
gifgroen,9.75,,,,3.33
amfibie,9.75,,,,4.43
beperking,9.75,,,,2.07
betraand,9.75,,,,3.67
bierviltje,9.75,,,,4.86
combinatie,9.75,,,,2.33
continent,9.75,,,,3.73
dineren,9.75,,,,3.53
doorleven,9.75,,,,2.14
driftbui,9.75,,,,2.93
geladen,9.75,,,,2.6
gericht,9.75,,,,2.2
heerser,9.75,,,,2.67
houtsnijwerk,9.75,,,,3.6
kerven,9.75,,,,4.27
klederdracht,9.75,,,,3.0
kortgeleden,9.75,,,,1.93
mankracht,9.75,,,,2.6
nagelvijl,9.75,,,,4.8
nieuwigheid,9.75,,,,2.0
opslag,9.75,,,,2.53
opslorpen,9.75,,,,3.4
rampgebied,9.75,,,,3.0
ravioli,9.75,,,,4.86
receptionist,9.75,,,,3.53
ruimtelijk,9.75,,,,2.13
tondeuse,9.75,,,,4.8
uitzitten,9.75,,,,2.73
verscheidene,9.75,,,,1.73
vertikken,9.75,,,,2.4
wantrouwen,9.75,,,,1.8
braderij,9.75,,,,3.62
klapzoen,9.75,,,,3.67
klaveren,9.75,,,,4.31
kwakken,9.75,,,,3.73
struikrover,9.75,,,,3.53
tuiten,9.75,,,,3.53
wonderolie,9.75,,,,2.79
puk,9.75,,,,3.69
lering,9.75,,,,2.25
kakadoris,9.75,,,,3.75
reven,9.75,,,,2.8
missionaris,9.75,,,,3.13
schuit,9.75,4.05,3.57,3.82,4.5
stek,9.75,4.16,3.54,3.79,3.21
split,9.75,,,,3.2
zuil,9.76,4.2,2.88,4.56,4.53
fiks,9.76,3.56,4.69,4.69,1.73
ruine,9.76,,,,
solo,9.76,4.42,4.17,4.19,2.87
astma,9.76,2.44,4.25,3.66,3.27
bakboord,9.76,,,,3.2
bassin,9.76,,,,3.8
bebost,9.76,,,,4.0
bloembed,9.76,,,,4.27
crawlen,9.76,,,,4.08
hongersnood,9.76,,,,2.27
induffelen,9.76,,,,3.2
klepperen,9.76,,,,2.58
knikkebollen,9.76,,,,3.2
opklappen,9.76,,,,3.0
pasmunt,9.76,,,,4.09
schemerig,9.76,,,,3.47
tagliatelle,9.76,,,,4.87
tekeergaan,9.76,,,,2.67
toonbaar,9.76,,,,2.2
trekje,9.76,,,,3.27
uitverkiezen,9.76,,,,2.07
verschijning,9.76,,,,2.27
vouwblad,9.76,,,,4.14
vreemdeling,9.76,,,,2.67
welriekend,9.76,,,,2.79
kolonel,9.77,,,,3.87
knotten,9.77,,,,3.08
armetierig,9.77,,,,2.4
naamwoord,9.77,,,,2.13
vervalsing,9.78,,,,2.27
dreigement,9.78,,,,2.73
balans,9.78,5.09,3.52,4.34,2.33
belediging,9.78,2.17,4.72,4.55,2.27
dwalen,9.78,3.11,3.95,3.09,2.53
fors,9.78,4.03,4.28,5.16,2.73
geremd,9.78,3.0,3.0,3.0,2.0
heldhaftig,9.78,5.73,5.88,5.73,2.07
knorrig,9.78,2.55,4.11,3.84,2.4
lijdend,9.78,1.91,4.16,3.47,2.29
mogelijkheid,9.78,5.34,4.02,4.64,2.0
ondergaan,9.78,3.08,2.89,2.63,1.93
oppervlakkig,9.78,2.69,2.89,3.03,1.67
overeenstemming,9.78,5.28,3.88,4.56,
proost,9.78,5.33,4.38,4.27,2.73
soft,9.78,3.39,2.73,2.63,2.33
triomf,9.78,5.63,5.31,5.45,2.29
volgzaam,9.78,3.72,2.89,2.7,1.8
werkloosheid,9.78,2.06,2.91,2.89,1.8
humeurig,9.78,2.48,4.13,4.23,2.13
slechtgehumeurd,9.78,2.36,4.05,3.73,
peddel,9.78,4.13,4.34,4.02,4.8
antilope,9.78,4.61,5.0,3.87,4.67
geniep,9.78,2.83,4.1,3.45,1.67
dieet,9.78,,,,2.8
peel,9.78,,,,
piranha,9.78,,,,4.73
aalbes,9.78,,,,4.73
aanhalingsteken,9.78,,,,3.73
aanmoediging,9.78,,,,2.67
aanschaffen,9.78,,,,2.27
aanvinken,9.78,,,,3.73
abonnement,9.78,,,,3.07
afgedragen,9.78,,,,2.67
afgerond,9.78,,,,2.4
afhaken,9.78,,,,2.4
afvinken,9.78,,,,3.71
afwijken,9.78,,,,2.53
aldus,9.78,,,,1.57
allerhande,9.78,,,,1.4
articulatie,9.78,,,,2.33
barman,9.78,,,,3.8
bedacht,9.78,,,,1.8
behanger,9.78,,,,4.2
bekeuring,9.78,,,,3.2
beklag,9.78,,,,2.07
bescheten,9.78,,,,2.17
bestelauto,9.78,,,,3.67
bewoonbaar,9.78,,,,2.13
bezaaien,9.78,,,,3.33
bijgeloof,9.78,,,,1.67
bijspringen,9.78,,,,2.33
bouwland,9.78,,,,3.6
coachen,9.78,,,,2.67
dippen,9.78,,,,3.8
eeuwenlang,9.78,,,,1.47
flodder,9.78,,,,2.79
gekkenwerk,9.78,,,,1.67
gemeenschappelijk,9.78,,,,2.33
gestuntel,9.78,,,,2.57
getand,9.78,,,,3.33
geurig,9.78,,,,3.0
gewaagd,9.78,,,,1.8
gezworen,9.78,,,,1.6
groeperen,9.78,,,,2.4
gruwelen,9.78,,,,2.64
hechten,9.78,,,,3.87
hengelen,9.78,,,,3.53
hertrouwen,9.78,,,,2.8
hitlijst,9.78,,,,3.13
hometrainer,9.78,,,,4.6
hoofdschotel,9.78,,,,4.13
hulpverlener,9.78,,,,3.33
kakelvers,9.78,,,,2.36
kloterij,9.78,,,,2.2
koopman,9.78,,,,3.13
ladderzat,9.78,,,,3.47
leeghoofd,9.78,,,,2.0
leegpompen,9.78,,,,3.8
leermiddel,9.78,,,,2.71
leiderschap,9.78,,,,1.93
leunstoel,9.78,,,,4.47
leverancier,9.78,,,,3.73
losgeslagen,9.78,,,,2.4
maffen,9.78,,,,3.64
magazijn,9.78,,,,3.53
meedelen,9.78,,,,2.67
meewerkend,9.78,,,,2.4
mensaap,9.78,,,,3.8
merendeels,9.78,,,,1.73
muurvast,9.78,,,,3.07
neerhalen,9.78,,,,3.07
neerkijken,9.78,,,,3.07
officieel,9.78,,,,1.73
omsluiten,9.78,,,,2.8
onafscheidelijk,9.78,,,,1.93
onderdoen,9.78,,,,1.8
ongeloof,9.78,,,,1.4
ongewenst,9.78,,,,1.8
ongewild,9.78,,,,1.4
ontbloten,9.78,,,,3.67
ontoelaatbaar,9.78,,,,1.8
ontroerd,9.78,,,,1.93
ontwerper,9.78,,,,3.33
onvermijdelijk,9.78,,,,1.27
onverstandig,9.78,,,,1.71
oogverblindend,9.78,,,,2.33
opdonderen,9.78,,,,2.13
oplappen,9.78,,,,2.47
overig,9.78,,,,1.4
overschrijven,9.78,,,,3.33
oververhit,9.78,,,,3.27
potdoof,9.78,,,,2.8
regelrecht,9.78,,,,1.73
rozenkrans,9.78,,,,4.27
ruiker,9.78,,,,3.53
schaapachtig,9.78,,,,1.93
schikking,9.78,,,,2.29
showen,9.78,,,,3.33
slaapverwekkend,9.78,,,,2.27
sluwheid,9.78,,,,1.73
smokkelen,9.78,,,,3.2
snokken,9.78,,,,2.92
sportiviteit,9.78,,,,2.07
stamhoofd,9.78,,,,3.07
stelletje,9.78,,,,3.33
stillen,9.78,,,,2.46
tartaar,9.78,,,,4.6
tegenstelling,9.78,,,,1.8
tijdbom,9.78,,,,3.47
tijdrekken,9.78,,,,2.13
toeslaan,9.78,,,,2.13
tuinbouwbedrijf,9.78,,,,3.57
uiterst,9.78,,,,1.67
uitgesproken,9.78,,,,2.2
uitgroeien,9.78,,,,2.93
uitputting,9.78,,,,2.2
uitreiken,9.78,,,,3.2
vaneen,9.78,,,,2.2
vastlopen,9.78,,,,3.0
verduisteren,9.78,,,,3.13
vergieten,9.78,,,,3.36
verslavend,9.78,,,,2.07
versmelten,9.78,,,,3.67
verstenen,9.78,,,,2.8
verstijven,9.78,,,,3.47
vertering,9.78,,,,2.33
vervoeging,9.78,,,,1.93
vervuld,9.78,,,,1.67
verwoorden,9.78,,,,2.13
verzoeken,9.78,,,,2.4
vogelvrij,9.78,,,,1.73
voorschrijven,9.78,,,,2.87
voortzetten,9.78,,,,2.53
voorzorg,9.78,,,,1.8
vrijmaken,9.78,,,,2.47
weerkaatsen,9.78,,,,3.53
wegens,9.78,,,,1.53
werktijd,9.78,,,,3.0
windhond,9.78,,,,4.67
woonerf,9.78,,,,4.33
bats,9.78,,,,3.0
kukelen,9.78,,,,3.55
taptoe,9.78,,,,2.33
messlijper,9.78,,,,4.4
roffel,9.78,3.9,4.62,4.12,2.8
schrijverij,9.79,,,,2.57
windel,9.79,,,,4.64
bankstel,9.79,,,,4.14
beleving,9.79,,,,1.53
betreffen,9.79,,,,1.67
denksport,9.79,,,,2.87
herboren,9.79,,,,1.6
lesstof,9.79,,,,3.13
nippen,9.79,,,,3.47
opdondertje,9.79,,,,2.2
proosten,9.79,,,,3.33
gaard,9.8,,,,4.0
daas,9.8,3.0,4.33,4.09,4.07
jonk,9.8,,,,3.27
generaal,9.8,,,,3.07
hartziekte,9.8,,,,3.2
chirurg,9.8,,,,4.0
auditie,9.8,,,,3.47
bijsluiter,9.8,,,,4.13
bijwerken,9.8,,,,2.87
bloeduitstorting,9.8,,,,4.13
chequeboek,9.8,,,,4.33
evenwijdig,9.8,,,,3.4
flossen,9.8,,,,3.93
garagehouder,9.8,,,,3.73
gevoeligheid,9.8,,,,1.47
gezind,9.8,,,,1.4
hels,9.8,,,,2.15
herleven,9.8,,,,2.2
ingevoerd,9.8,,,,2.07
inkomsten,9.8,,,,2.6
laadbak,9.8,,,,4.33
levenswijze,9.8,,,,1.73
navragen,9.8,,,,2.67
olin,9.8,,,,4.2
opbouwend,9.8,,,,2.4
opfleuren,9.8,,,,3.07
opvatten,9.8,,,,1.53
papierwerk,9.8,,,,2.93
samenvatting,9.8,,,,2.73
steenkoud,9.8,,,,3.47
teamgenoot,9.8,,,,3.4
toelaatbaar,9.8,,,,1.4
vering,9.8,,,,3.47
voortbestaan,9.8,,,,1.67
windkracht,9.8,,,,3.07
kasplantje,9.8,,,,3.36
leutig,9.8,,,,2.07
poezelig,9.8,,,,2.0
rondweg,9.8,,,,3.31
vagen,9.8,,,,3.31
waffel,9.8,,,,3.91
frotten,9.8,,,,3.17
boezelaar,9.8,,,,3.4
loketbediende,9.8,,,,
oesters,9.8,,,,
sloom,9.8,2.81,2.03,2.77,3.07
stuiten,9.8,3.58,4.84,4.31,2.8
badkamermeubel,9.8,,,,
jazz-ballet,9.8,,,,
souspull,9.8,,,,
wijkhuis,9.8,,,,
kruidje-roer-mij-niet,9.8,,,,
zweefvlieg,9.8,,,,
gloed,9.81,4.77,3.92,4.35,3.2
courgette,9.81,,,,4.87
panfluit,9.81,,,,4.8
jubel,9.81,,,,
hittegolf,9.81,,,,3.47
beurtrol,9.81,,,,2.67
dieperik,9.81,,,,2.29
drammen,9.81,,,,2.57
hoeder,9.81,,,,4.0
zondaar,9.81,,,,2.27
totem,9.82,4.27,3.44,4.42,3.53
mokka,9.82,4.42,3.19,3.94,4.27
arena,9.82,,,,4.33
vochtigheid,9.82,,,,3.27
rooien,9.82,3.62,4.82,4.29,3.08
arbeidster,9.82,,,,3.87
breister,9.82,,,,3.5
duimbreed,9.82,,,,2.8
handleiding,9.82,,,,3.67
hitparade,9.82,,,,3.53
husky,9.82,,,,4.93
losbol,9.82,,,,2.67
placemat,9.82,,,,4.5
rijstveld,9.82,,,,4.73
tamelijk,9.82,,,,1.4
vertoon,9.82,,,,2.2
zeebaars,9.82,,,,4.73
hartsgeheim,9.82,,,,1.93
nameloos,9.82,,,,1.4
dollar,9.83,4.63,3.75,4.3,4.27
sterken,9.83,4.85,4.83,4.95,2.67
aanplanten,9.83,,,,3.07
abonneren,9.83,,,,1.93
adamsappel,9.83,,,,4.47
adopteren,9.83,,,,2.4
afkomstig,9.83,,,,1.4
afkopen,9.83,,,,2.2
afname,9.83,,,,2.93
afschrikwekkend,9.83,,,,2.0
afzetten,9.83,,,,2.8
aktetas,9.83,,,,4.27
animatie,9.83,,,,2.53
beeldig,9.83,,,,1.73
begroeid,9.83,,,,3.4
behandelen,9.83,,,,2.13
beheersing,9.83,,,,1.87
belangstelling,9.83,,,,1.8
beweren,9.83,,,,1.87
bijkomen,9.83,,,,2.53
binnensmonds,9.83,,,,2.73
blocnote,9.83,,,,4.0
brandstof,9.83,,,,4.07
buitenband,9.83,,,,4.4
buurthuis,9.83,,,,3.33
combineren,9.83,,,,2.2
daartegenover,9.83,,,,1.67
dommelen,9.83,,,,3.29
doordrammen,9.83,,,,2.73
doorkomen,9.83,,,,2.2
eigenaardig,9.83,,,,1.6
elkeen,9.83,,,,1.73
erewoord,9.83,,,,1.93
fameus,9.83,,,,1.47
feestnummer,9.83,,,,3.67
gastvrijheid,9.83,,,,2.0
geleidelijk,9.83,,,,1.87
geratel,9.83,,,,3.57
goedhartig,9.83,,,,1.73
gordeldier,9.83,,,,4.8
grammaticaal,9.83,,,,1.73
groentje,9.83,,,,2.27
handomdraai,9.83,,,,1.87
ijstijd,9.83,,,,2.47
immens,9.83,,,,1.8
inbouwen,9.83,,,,3.33
ingenomen,9.83,,,,1.8
inlaten,9.83,,,,2.13
jongeling,9.83,,,,2.73
kaartlezen,9.83,,,,3.6
kamergenoot,9.83,,,,3.67
kleedster,9.83,,,,3.5
leesvoer,9.83,,,,3.07
letterlijk,9.83,,,,1.4
lettertype,9.83,,,,3.47
levenswerk,9.83,,,,1.8
liefelijk,9.83,,,,2.13
logopedist,9.83,,,,3.53
luchtfoto,9.83,,,,4.6
mafketel,9.83,,,,3.0
marathon,9.83,,,,3.8
masseuse,9.83,,,,4.2
meetkunde,9.83,,,,2.47
misbruiken,9.83,,,,2.6
misstaan,9.83,,,,1.86
morren,9.83,,,,2.8
motorbende,9.83,,,,3.67
natrappen,9.83,,,,3.07
omloop,9.83,,,,2.27
omroep,9.83,,,,3.5
ondervrager,9.83,,,,3.27
ontstopper,9.83,,,,4.13
onvrede,9.83,,,,1.27
opbeurend,9.83,,,,2.07
opdragen,9.83,,,,2.07
opmaken,9.83,,,,3.53
originaliteit,9.83,,,,1.6
overwegen,9.83,,,,1.8
peperoni,9.83,,,,4.53
peulenschil,9.83,,,,3.13
puistenkop,9.83,,,,3.67
rechten,9.83,,,,2.0
regent,9.83,,,,3.85
rijkelui,9.83,,,,2.93
rondkomen,9.83,,,,2.27
rooftocht,9.83,,,,3.2
rotwijf,9.83,,,,2.13
samenspannen,9.83,,,,2.4
scne,9.83,,,,2.73
skater,9.83,,,,4.27
slaapmiddel,9.83,,,,3.73
slavenhandel,9.83,,,,2.8
sneu,9.83,,,,1.8
spreekkamer,9.83,,,,3.47
stormloop,9.83,,,,3.27
tastbaar,9.83,,,,3.2
tegenslag,9.83,,,,2.13
toesteken,9.83,,,,2.71
tuimelen,9.83,,,,4.0
tussenpoos,9.83,,,,2.13
uitdenken,9.83,,,,1.8
uitlaatgas,9.83,,,,3.71
uitslaan,9.83,,,,2.8
uitspreiden,9.83,,,,3.33
verkwisten,9.83,,,,2.73
verlekkerd,9.83,,,,2.13
verlengde,9.83,,,,3.07
vernietigend,9.83,,,,2.27
verslaggever,9.83,,,,3.33
verspreiding,9.83,,,,2.53
verwerking,9.83,,,,2.27
verzuipen,9.83,,,,3.4
vloerbedekking,9.83,,,,4.0
vlotter,9.83,,,,2.6
voorgaande,9.83,,,,1.8
voorstel,9.83,,,,2.0
voorverpakt,9.83,,,,3.4
wettelijk,9.83,,,,1.53
wurmen,9.83,,,,2.8
zielenpoot,9.83,,,,1.73
zijdelings,9.83,,,,3.07
zodanig,9.83,,,,1.33
zwelling,9.83,,,,4.07
voetveeg,9.83,,,,2.6
werkeloos,9.83,,,,2.36
driegen,9.83,,,,3.0
haft,9.83,,,,4.33
kanen,9.83,,,,2.2
vaarboom,9.83,,,,3.5
wapenrok,9.83,,,,4.1
bode,9.83,,,,2.43
mecanicien,9.83,,,,3.6
part,9.83,4.02,3.45,3.4,2.71
sjouw,9.84,,,,2.45
diploma,9.84,5.88,4.14,5.19,3.27
doelloos,9.84,2.44,2.77,2.69,1.4
hyperactief,9.84,3.33,6.5,5.03,2.33
komisch,9.84,5.86,4.97,4.69,2.4
liefdeloos,9.84,1.91,2.88,2.84,1.6
mormel,9.84,2.53,4.19,3.38,2.4
naaste,9.84,5.19,3.77,4.48,1.8
nobel,9.84,5.58,3.86,5.05,1.93
onvolwassen,9.84,2.69,4.11,2.92,1.87
rusland,9.84,3.86,3.89,4.7,
troebel,9.84,2.97,3.41,3.45,3.47
veranderlijk,9.84,4.27,4.92,3.88,2.0
vernederd,9.84,1.92,3.92,3.11,1.87
verstikking,9.84,1.83,4.92,4.27,3.33
wanhopig,9.84,2.08,4.72,2.69,1.6
zijde,9.84,4.78,3.13,3.45,4.2
brancard,9.84,2.89,3.84,4.08,4.86
diesel,9.84,3.89,3.94,4.52,3.87
fatsoen,9.84,5.2,3.7,4.53,1.53
luchten,9.84,4.17,4.13,4.0,2.93
polsen,9.84,4.02,4.27,3.95,3.33
knellen,9.84,2.59,4.58,4.16,3.67
linnen,9.84,4.5,3.08,3.34,4.27
bout,9.84,3.81,3.25,4.3,4.47
kozijn,9.84,4.24,3.19,3.98,4.0
waal,9.84,3.97,3.37,3.82,
grol,9.84,,,,2.56
veste,9.84,,,,2.71
ketsen,9.84,,,,3.5
onraad,9.84,,,,1.67
opschudden,9.84,,,,3.6
strohalm,9.84,,,,4.07
verlinken,9.84,,,,2.0
verzwikken,9.84,,,,3.57
schaaf,9.84,,,,3.83
pletwals,9.85,,,,4.53
lasser,9.85,,,,3.67
mishandeling,9.85,,,,2.67
aardrijkskunde,9.85,,,,2.36
afschrijven,9.85,,,,2.4
bassist,9.85,,,,4.47
bewaring,9.85,,,,2.29
bijstaan,9.85,,,,2.07
biljarter,9.85,,,,4.0
binnenlands,9.85,,,,1.93
blesseren,9.85,,,,3.07
eregast,9.85,,,,2.93
forceren,9.85,,,,2.8
herkauwer,9.85,,,,3.8
hoofdartikel,9.85,,,,3.2
kamergenote,9.85,,,,3.13
komediant,9.85,,,,3.4
leergierigheid,9.85,,,,2.0
